cluster_all_aligned,cluster_coherence,cluster_signal,cluster_size,dominant_mad_actionable,dominant_mad_directional_hit_30m,dominant_z_mad,dominant_z_std,event_time_utc,indicators,max_abs_mad_z,mean_abs_mad_z,mean_signed_surprise,post_240m_hit,post_240m_mae_bps,post_240m_mfe_bps,post_240m_observed_bars,post_240m_usd_bps,post_30m_hit,post_30m_mae_bps,post_30m_mfe_bps,post_30m_observed_bars,post_30m_usd_bps,post_60m_hit,post_60m_mae_bps,post_60m_mfe_bps,post_60m_observed_bars,post_60m_usd_bps,pre_240m_abs_bps,pre_240m_aligned,pre_240m_usd_bps,pre_30m_abs_bps,pre_30m_aligned,pre_30m_usd_bps,pre_60m_abs_bps,pre_60m_aligned,pre_60m_usd_bps,pre_atr_bps,pre_realized_vol_bps,trade_240m_gross_bps,trade_30m_gross_bps,trade_60m_gross_bps,year
True,1,1,1,False,False,0.449661,0.133823,2023-11-15T13:30:00+00:00,retail_sales,0.449661,0.449661,0.2,True,-14.8122,34.9605,8,16.0082,True,-14.8122,27.2324,1,9.7521,True,-14.8122,27.2324,2,19.5043,16.0339,False,-16.0339,0.0,False,0.0,5.431,False,-5.431,8.34610796750687,6.1409961362220775,16.0082,9.7521,19.5043,2023
True,1,-1,1,False,False,-0.674491,-0.67093,2023-12-01T15:00:00+00:00,pmi,0.674491,0.674491,-1.2,True,-44.8162,14.201,8,-41.312,True,-20.2872,0.0,1,-4.4263,False,-20.2872,10.6969,2,5.9939,44.9818,False,44.9818,0.4611,True,-0.4611,18.9601,False,18.9601,14.08242270783228,9.16355902242057,41.312,4.4263,-5.9939,2023
True,1,1,2,True,True,1.348982,0.278533,2023-12-08T13:30:00+00:00,nfp+unemployment,1.348982,0.760231,7500.1,True,-14.3913,43.5453,8,19.3122,True,-0.1857,43.5453,1,21.7262,True,-0.1857,43.5453,2,29.0611,5.9387,True,5.9387,1.3925,True,1.3925,6.4023,True,6.4023,7.663911936749483,8.759711137640666,19.3122,21.7262,29.0611,2023
False,0.5,1,2,False,False,0.674491,0.689475,2023-12-12T13:30:00+00:00,core_cpi+cpi,0.674491,0.337245,0.05,True,-16.8363,39.593,8,14.4311,True,-16.8363,33.765,1,30.6198,True,-16.8363,33.765,2,24.1443,15.1942,False,-15.1942,0.0,False,0.0,10.9277,False,-10.9277,8.891790491708703,12.06592975911436,14.4311,30.6198,24.1443,2023
True,1,1,1,False,False,0.899321,0.267645,2023-12-14T13:30:00+00:00,retail_sales,0.899321,0.899321,0.4,False,-75.9906,14.191,8,-75.8075,False,-26.5509,14.191,1,-19.7759,False,-51.3623,14.191,2,-26.1847,16.599,False,-16.599,0.2747,True,0.2747,1.2816,True,1.2816,12.559362984633097,7.154764865061507,-75.8075,-19.7759,-26.1847,2023
True,1,1,1,False,False,0.122635,0.116271,2024-01-03T15:00:00+00:00,pmi,0.122635,0.122635,0.2,True,-21.2536,16.3982,8,9.161,True,-21.2536,5.1302,1,0.4581,True,-21.2536,16.3982,2,10.1687,6.4086,True,6.4086,1.8319,True,1.8319,0.0916,False,-0.0916,11.834963191399304,4.576231821092207,9.161,0.4581,10.1687,2024
True,1,1,2,False,False,0.674491,0.147889,2024-01-05T13:30:00+00:00,nfp+unemployment,0.674491,0.623755,24000.05,False,-71.5156,40.1073,8,-22.7092,False,-4.3038,40.1073,1,-0.7326,False,-25.6394,40.1073,2,-22.9839,7.2392,False,-7.2392,0.0,False,0.0,2.7478,False,-2.7478,8.909463643878674,3.7968151944260167,-22.7092,-0.7326,-22.9839,2024
False,0.5,1,2,False,False,0.674491,0.722336,2024-01-11T13:30:00+00:00,core_cpi+cpi,0.674491,0.337245,0.05,True,-11.1939,52.9664,8,38.4052,True,-11.1939,47.961,1,43.7746,True,-11.1939,51.7833,2,27.4843,22.1638,False,-22.1638,0.091,True,0.091,3.7327,False,-3.7327,8.065534376314385,15.959494366875626,38.4052,43.7746,27.4843,2024
True,1,1,1,False,False,0.449661,0.142067,2024-01-17T13:30:00+00:00,retail_sales,0.449661,0.449661,0.2,True,-0.92,23.6428,8,10.3955,True,0.0,17.2032,1,5.8877,True,-0.368,17.2032,2,4.9678,5.9761,True,5.9761,0.0,False,0.0,3.7704,True,3.7704,9.358439151474949,3.185316954172523,10.3955,5.8877,4.9678,2024
True,1,1,1,True,True,2.505251,1.465516,2024-01-25T13:30:00+00:00,gdp,2.505251,2.505251,1.3,True,-9.3666,60.5153,8,41.6904,True,-9.3666,21.3962,1,9.9175,True,-9.3666,32.0483,2,20.386,5.5984,True,5.5984,0.0,False,0.0,1.4695,False,-1.4695,8.240439264682774,4.4424543443593745,41.6904,9.9175,20.386,2024
True,1,1,1,True,False,1.165029,1.104576,2024-02-01T15:00:00+00:00,pmi,1.165029,1.165029,1.9,False,-44.3344,19.3039,8,-39.5315,False,-4.7105,19.3039,1,-4.3411,True,-4.8953,19.3039,2,0.2771,19.434,False,-19.434,0.1847,False,-0.1847,9.9852,False,-9.9852,11.471026043094495,3.3140084060661508,-39.5315,-4.3411,0.2771,2024
True,1,1,2,True,True,1.98169,0.154335,2024-02-02T13:30:00+00:00,nfp+unemployment,1.98169,1.32809,83000.05,True,-0.3675,93.5318,8,87.2841,True,-0.3675,73.778,1,70.3785,True,-0.3675,84.9871,2,77.8207,6.3356,True,6.3356,0.0,False,0.0,3.1248,False,-3.1248,6.647908212580499,23.046565912043327,87.2841,70.3785,77.8207,2024
True,1,1,2,False,False,0.674491,0.700152,2024-02-13T13:30:00+00:00,core_cpi+cpi,0.674491,0.674491,0.1,True,-4.6328,85.7061,8,73.3829,True,-4.6328,83.297,1,77.923,True,-4.6328,85.7061,2,67.6383,24.0554,False,-24.0554,0.1853,False,-0.1853,6.6756,False,-6.6756,7.714540289635516,27.17476962420456,73.3829,77.923,67.6383,2024
True,1,-1,1,True,True,-1.348982,-0.4262,2024-02-15T13:30:00+00:00,retail_sales,1.348982,1.348982,-0.6,True,-35.919,0.0,8,-11.8179,True,-24.5664,0.0,1,-18.4248,True,-24.5664,0.0,2,-21.4025,12.3916,True,-12.3916,0.0931,True,-0.0931,1.396,True,-1.396,5.704234951039868,6.068071315577232,11.8179,18.4248,21.4025,2024
True,1,-1,1,True,True,-1.042395,-0.988305,2024-03-01T15:00:00+00:00,pmi,1.042395,1.042395,-1.7,True,-38.6079,0.0,8,-36.1081,True,-37.034,0.0,1,-35.8303,True,-37.8672,0.0,2,-31.664,12.9451,False,12.9451,0.9259,True,-0.9259,11.5597,False,11.5597,8.576443442065365,13.827423155915962,36.1081,35.8303,31.664,2024
False,0,0,2,True,False,-1.348982,-0.295778,2024-03-08T13:30:00+00:00,nfp+unemployment,1.348982,1.1341,38499.9,False,-37.8431,19.7442,8,-3.7477,False,-37.8431,19.7442,1,-16.5449,False,-37.8431,19.7442,2,-14.8082,4.2066,,-4.2066,0.0914,,0.0914,7.4096,,-7.4096,7.843162527835955,6.5172553713254,,,,2024
False,0.5,1,2,False,False,0.674491,0.700152,2024-03-12T12:30:00+00:00,core_cpi+cpi,0.674491,0.337245,0.05,True,-7.7731,30.0866,8,16.7351,True,-7.7731,30.0866,1,13.8087,True,-7.7731,30.0866,2,18.4726,9.4281,False,-9.4281,0.0914,True,0.0914,1.4634,False,-1.4634,4.185980360049756,5.183983801502531,16.7351,13.8087,18.4726,2024
True,1,-1,1,False,False,-0.449661,-0.142067,2024-03-14T12:30:00+00:00,retail_sales,0.449661,0.449661,-0.2,False,-8.413,48.1002,8,40.6932,False,-8.413,10.3333,1,5.2124,False,-8.413,14.9056,2,14.8141,2.0114,False,2.0114,0.1829,True,-0.1829,5.301,False,5.301,5.895487768065509,2.6997534910118945,-40.6932,-5.2124,-14.8141,2024
True,1,1,1,True,True,1.103712,1.046441,2024-04-01T14:00:00+00:00,pmi,1.103712,1.103712,1.8,True,0.0,36.9521,8,26.8321,True,0.0,25.2537,1,24.8823,True,0.0,28.9675,2,24.3253,10.1098,True,10.1098,2.0422,True,2.0422,7.2366,True,7.2366,5.425762931014471,8.943583420241909,26.8321,24.8823,24.3253,2024
True,1,1,2,True,True,1.086348,0.084605,2024-04-05T12:30:00+00:00,nfp+unemployment,1.086348,0.880419,45500.05,True,0.0,49.6081,8,7.8377,True,0.0,41.2172,1,33.0106,True,0.0,49.6081,2,41.2172,6.9204,False,-6.9204,0.7376,True,0.7376,9.3217,False,-9.3217,6.424669425669239,12.182233394420269,7.8377,33.0106,41.2172,2024
True,1,1,2,False,False,0.674491,0.700152,2024-04-10T12:30:00+00:00,core_cpi+cpi,0.674491,0.674491,0.1,True,0.0,97.5533,8,96.9996,True,0.0,52.4222,1,50.2072,True,0.0,66.543,2,57.1291,23.2956,True,23.2956,24.6734,True,24.6734,18.8843,True,18.8843,5.432584500389278,25.03336941260162,96.9996,50.2072,57.1291,2024
True,1,1,1,False,False,0.674491,0.2131,2024-04-15T12:30:00+00:00,retail_sales,0.674491,0.674491,0.3,True,-8.1675,28.2576,8,12.2043,True,0.0,19.7146,1,4.694,True,-8.1675,19.7146,2,6.4777,4.0352,True,4.0352,1.0326,True,1.0326,2.5341,True,2.5341,6.3340301727919925,2.5876005899725056,12.2043,4.694,6.4777,2024
True,1,-1,1,True,False,-1.734405,-1.014588,2024-04-25T12:30:00+00:00,gdp,1.734405,1.734405,-0.9,True,-23.0507,34.6227,8,-5.4127,False,-23.0507,28.0901,1,22.0242,False,-23.0507,34.6227,2,26.317,9.5099,False,9.5099,0.3733,False,0.3733,4.3842,False,4.3842,6.375129533357719,7.881782048219604,5.4127,-22.0242,-26.317,2024
True,1,-1,1,False,False,-0.490539,-0.465085,2024-05-01T14:00:00+00:00,pmi,0.490539,0.490539,-0.8,False,-10.0171,10.298,8,6.4596,True,-10.0171,3.8383,1,-5.0554,True,-10.0171,3.8383,2,-1.217,11.153,True,-11.153,0.6554,True,-0.6554,1.6854,True,-1.6854,6.041911543460894,3.5004133721348025,-6.4596,5.0554,1.217,2024
True,1,-1,2,False,False,-0.752087,-0.058573,2024-05-03T12:30:00+00:00,nfp+unemployment,0.752087,0.713289,-31500.05,True,-56.1777,0.279,8,-13.6724,True,-56.1777,0.279,1,-39.157,True,-56.1777,0.279,2,-29.0189,8.471,True,-8.471,0.0,False,0.0,5.4906,True,-5.4906,5.328526525406823,12.857645522094472,13.6724,39.157,29.0189,2024
False,0.6667,-1,3,False,False,-0.899321,-0.284133,2024-05-15T12:30:00+00:00,core_cpi+cpi+retail_sales,0.899321,0.524604,-0.16666667,True,-40.1629,0.0,8,-32.315,True,-35.4541,0.0,1,-27.9755,True,-35.4541,0.0,2,-22.7128,0.9234,True,-0.9234,0.6463,True,-0.6463,1.5698,True,-1.5698,5.206193944426518,9.670340324624302,32.315,27.9755,22.7128,2024
True,1,-1,1,False,False,-0.674491,-0.639491,2024-06-03T14:00:00+00:00,pmi,0.674491,0.674491,-1.1,True,-35.1078,0.0,8,-32.8041,True,-27.7361,0.0,1,-24.3266,True,-27.7361,0.0,2,-16.1256,18.9258,True,-18.9258,0.6451,True,-0.6451,0.1843,True,-0.1843,6.78018731089744,7.919510230418414,32.8041,24.3266,16.1256,2024
False,0,0,2,True,False,1.07441,0.083675,2024-06-07T12:30:00+00:00,nfp+unemployment,1.07441,0.87445,44999.95,False,-1.3769,82.4315,8,76.1894,False,-1.3769,63.9808,1,55.7193,False,-1.3769,66.551,2,58.1059,4.5,,-4.5,1.0096,,1.0096,4.0373,,4.0373,5.807026010817806,19.254910251097755,,,,2024
True,1,-1,2,False,False,-0.674491,-0.722336,2024-06-12T12:30:00+00:00,core_cpi+cpi,0.674491,0.674491,-0.1,True,-79.6916,0.0,8,-70.2178,True,-58.9792,0.0,1,-56.0071,True,-63.9948,0.0,2,-63.9019,18.5175,True,-18.5175,0.0,False,0.0,2.2296,True,-2.2296,6.3113376260783935,17.719198167478748,70.2178,56.0071,63.9019,2024
True,1,-1,1,False,False,-0.449661,-0.142067,2024-06-18T12:30:00+00:00,retail_sales,0.449661,0.449661,-0.2,True,-44.9912,0.0,8,-22.869,True,-19.4153,0.0,1,-16.7084,True,-20.6288,0.0,2,-17.1751,5.6907,False,5.6907,0.28,False,0.28,2.8928,False,2.8928,6.204337034223442,5.810337797226718,22.869,16.7084,17.1751,2024
True,1,-1,1,False,False,-0.429221,-0.406949,2024-07-01T14:00:00+00:00,pmi,0.429221,0.429221,-0.7,False,-4.1803,41.9883,8,33.1633,False,-4.1803,23.0378,1,19.415,False,-4.1803,33.7207,2,32.3273,11.4391,True,-11.4391,4.9258,True,-4.9258,8.7397,True,-8.7397,7.464943244795262,6.673600482257556,-33.1633,-19.415,-32.3273,2024
False,0,0,2,False,False,-0.674491,-0.147889,2024-07-05T12:30:00+00:00,nfp+unemployment,0.674491,0.42678,7499.95,False,-17.0002,19.2176,8,-3.6957,False,-17.0002,19.2176,1,-5.7283,False,-17.0002,19.2176,2,-4.6196,4.2482,,4.2482,0.0,,0.0,4.0669,,-4.0669,5.0810628865168015,2.8644217702857384,,,,2024
True,1,-1,2,True,True,-1.348982,-1.444671,2024-07-11T12:30:00+00:00,core_cpi+cpi,1.348982,1.011736,-0.15,True,-47.1037,0.0,8,-17.4219,True,-47.1037,0.0,1,-35.95,True,-47.1037,0.0,2,-32.4472,1.0141,True,-1.0141,0.0,False,0.0,5.8039,False,5.8039,6.544645208259162,12.14648724549272,17.4219,35.95,32.4472,2024
True,1,1,1,False,False,0.674491,0.2131,2024-07-16T12:30:00+00:00,retail_sales,0.674491,0.674491,0.3,True,0.0,27.2447,8,17.4293,True,0.0,23.3919,1,18.8053,True,0.0,27.2447,2,21.0986,0.8257,False,-0.8257,0.7338,True,0.7338,0.7338,True,0.7338,6.135867155498823,6.994424193420358,17.4293,18.8053,21.0986,2024
True,1,1,1,True,True,1.541693,0.901856,2024-07-25T12:30:00+00:00,gdp,1.541693,1.541693,0.8,False,-10.5961,21.1,8,-7.4633,True,-1.4742,15.3873,1,3.0406,True,-1.4742,15.3873,2,11.886,6.4539,False,-6.4539,1.1056,True,1.1056,6.9152,False,-6.9152,6.152755137163153,4.0189000659065455,-7.4633,3.0406,11.886,2024
True,1,-1,1,True,False,-1.226347,-1.162712,2024-08-01T14:00:00+00:00,pmi,1.226347,1.226347,-2.0,False,-14.7192,20.4588,8,9.9054,False,-14.7192,5.7396,1,1.6663,False,-14.7192,13.7935,2,9.3499,13.9054,True,-13.9054,0.1851,False,0.1851,9.4514,True,-9.4514,10.97215968610457,4.6493992987863155,-9.9054,-1.6663,-9.3499,2024
True,1,-1,2,True,True,-1.348982,-0.295778,2024-08-02T12:30:00+00:00,nfp+unemployment,1.348982,1.044565,-31000.1,True,-88.0797,0.0,8,-75.4309,True,-60.8433,0.0,1,-55.4884,True,-63.6131,0.0,2,-58.4428,15.3498,True,-15.3498,0.1847,True,-0.1847,0.0923,False,0.0923,7.854565635628854,18.42409847589141,75.4309,55.4884,58.4428,2024
False,0,0,2,False,False,0.0,0.0,2024-08-14T12:30:00+00:00,core_cpi+cpi,0.0,0.0,0.0,False,-22.0452,17.0556,8,4.8989,False,-10.9772,17.0556,1,5.534,False,-17.237,17.0556,2,0.7258,3.3578,,-3.3578,0.0,,0.0,0.4536,,-0.4536,6.658902742070869,2.997236699381638,,,,2024
True,1,1,1,True,True,1.348982,0.4262,2024-08-15T12:30:00+00:00,retail_sales,1.348982,1.348982,0.6,True,0.0,52.3308,8,18.7155,True,0.0,50.1504,1,45.8803,True,0.0,52.3308,2,43.2456,0.8177,False,-0.8177,3.8143,True,3.8143,5.7204,True,5.7204,3.9964737762960993,16.778905739128604,18.7155,45.8803,43.2456,2024
True,1,-1,1,False,False,-0.183952,-0.174407,2024-09-03T14:00:00+00:00,pmi,0.183952,0.183952,-0.3,False,-3.8858,35.876,8,34.3397,False,-3.8858,26.1163,1,24.4896,False,-3.8858,26.1163,2,21.5979,23.6417,True,-23.6417,5.9678,True,-5.9678,3.616,True,-3.616,8.217076716669734,8.71861924656774,-34.3397,-24.4896,-21.5979,2024
False,0.5,-1,2,False,False,-0.262634,-0.020454,2024-09-06T12:30:00+00:00,nfp+unemployment,0.262634,0.131317,-11000.0,False,-42.0433,37.902,8,26.4684,True,-42.0433,24.9379,1,-11.8838,False,-42.0433,24.9379,2,11.1635,8.7251,False,8.7251,0.09,True,-0.09,0.6302,True,-0.6302,5.9964963350613525,5.7223968075361675,-26.4684,11.8838,-11.1635,2024
False,0.5,1,2,False,False,0.674491,0.700152,2024-09-11T12:30:00+00:00,core_cpi+cpi,0.674491,0.337245,0.05,True,0.0,36.3162,8,26.8975,True,0.0,34.9578,1,23.3655,True,0.0,34.9578,2,23.6372,1.6299,True,1.6299,0.0906,True,0.0906,1.3583,True,1.3583,6.3713648934596065,8.43619551330662,26.8975,23.3655,23.6372,2024
True,1,1,1,False,False,0.674491,0.2131,2024-09-17T12:30:00+00:00,retail_sales,0.674491,0.674491,0.3,True,-9.9707,18.9533,8,13.4739,True,-9.9707,13.3841,1,7.0064,True,-9.9707,15.8094,2,11.8571,10.7675,True,10.7675,0.6287,True,0.6287,5.2072,True,5.2072,6.992379255116979,3.213429822981907,13.4739,7.0064,11.8571,2024
True,1,-1,1,False,False,-0.245269,-0.232542,2024-10-01T14:00:00+00:00,pmi,0.245269,0.245269,-0.4,False,-15.5383,21.4104,8,6.5948,True,-15.5383,13.0992,1,-5.33,True,-15.5383,13.0992,2,-6.2334,16.5948,False,16.5948,0.4517,True,-0.4517,6.5904,False,6.5904,11.144069147262012,4.688256517481539,-6.5948,5.33,6.2334,2024
True,1,1,2,True,True,1.277354,0.099481,2024-10-04T12:30:00+00:00,nfp+unemployment,1.277354,0.975922,53500.05,True,0.0,69.8147,8,68.636,True,0.0,63.7399,1,61.9265,True,0.0,64.0119,2,58.9345,3.5373,False,-3.5373,0.272,True,0.272,2.7193,True,2.7193,5.746836608627371,20.823537622209336,68.636,61.9265,58.9345,2024
True,1,1,2,False,False,0.674491,0.722336,2024-10-10T12:30:00+00:00,core_cpi+cpi,0.674491,0.674491,0.1,True,-22.5065,22.5979,8,3.4766,False,-22.5065,22.5979,1,-12.6256,False,-22.5065,22.5979,2,-13.1745,2.4696,True,2.4696,0.7319,True,0.7319,0.5489,True,0.5489,5.041635636340206,4.80031330880317,3.4766,-12.6256,-13.1745,2024
True,1,1,1,False,False,0.22483,0.071033,2024-10-17T12:30:00+00:00,retail_sales,0.22483,0.22483,0.1,True,0.0,48.7854,8,35.7146,True,0.0,28.2587,1,19.5142,True,0.0,48.7854,2,46.116,11.427,False,-11.427,1.0126,False,-1.0126,0.7364,False,-0.7364,6.227901824974286,7.05879654641334,35.7146,19.5142,46.116,2024
True,1,-1,1,False,False,-0.385423,-0.225464,2024-10-30T12:30:00+00:00,gdp,0.385423,0.385423,-0.2,True,-51.9865,2.2201,8,-45.3263,True,-6.4752,2.2201,1,-3.1451,True,-9.4353,2.2201,2,-9.3428,21.2304,False,21.2304,0.0,False,0.0,12.5646,False,12.5646,11.099440649906393,5.208857928931313,45.3263,3.1451,9.3428,2024
False,0.5,-1,2,True,True,-1.122162,-0.087394,2024-11-01T12:30:00+00:00,nfp+unemployment,1.122162,0.561081,-47000.0,False,-38.1075,15.4639,8,14.0832,True,-38.1075,0.0,1,-20.3424,True,-38.1075,0.0,2,-5.799,1.7492,True,-1.7492,1.565,True,-1.565,3.5885,False,3.5885,6.767503016758484,8.180361517826038,-14.0832,20.3424,5.799,2024
True,1,-1,1,False,False,-0.674491,-0.639491,2024-11-01T14:00:00+00:00,pmi,0.674491,0.674491,-1.1,False,-2.5758,33.3021,8,31.5542,False,-2.5758,13.5232,1,10.8554,False,-2.5758,18.6749,2,14.6271,13.357,True,-13.357,2.1163,True,-2.1163,0.092,False,0.092,13.13625381094728,10.445227311796875,-31.5542,-10.8554,-14.6271,2024
False,0,0,2,False,False,0.0,0.0,2024-11-13T13:30:00+00:00,core_cpi+cpi,0.0,0.0,0.0,False,-25.5973,66.3461,8,56.8412,False,-25.5973,1.9763,1,-9.6931,False,-25.5973,6.5876,2,5.1759,0.5646,,0.5646,0.5647,,-0.5647,4.8912,,4.8912,11.566596930557356,10.77271715476785,,,,2024
True,1,1,1,False,False,0.22483,0.071033,2024-11-15T13:30:00+00:00,retail_sales,0.22483,0.22483,0.1,True,-4.8185,57.916,8,31.3672,True,-4.8185,28.9107,1,24.5647,True,-4.8185,42.3268,2,37.036,21.1134,False,-21.1134,0.0,False,0.0,8.0372,False,-8.0372,11.316023083468028,10.275769422651868,31.3672,24.5647,37.036,2024
True,1,1,1,False,False,0.429221,0.406949,2024-12-02T15:00:00+00:00,pmi,0.429221,0.429221,0.7,False,-26.5498,9.8368,8,-17.9545,True,-9.4548,8.7863,1,4.0111,True,-9.4548,8.7863,2,1.9101,52.7246,True,52.7246,2.0052,True,2.0052,21.7273,True,21.7273,16.613718756602253,8.443671039970532,-17.9545,4.0111,1.9101,2024
False,0,0,2,False,False,-0.674491,-0.147889,2024-12-06T13:30:00+00:00,nfp+unemployment,0.674491,0.390966,4499.95,False,-44.3176,36.3801,8,28.2537,False,-44.3176,0.0,1,-20.4107,False,-44.3176,14.1741,2,1.1339,5.1999,,-5.1999,0.9448,,0.9448,1.4176,,-1.4176,8.943852361521488,7.097846803219821,,,,2024
False,0,0,2,False,False,0.0,0.0,2024-12-11T13:30:00+00:00,core_cpi+cpi,0.0,0.0,0.0,False,-23.687,30.4411,8,17.1231,False,-23.687,8.7518,1,-11.4154,False,-23.687,8.7518,2,4.471,11.1424,,-11.1424,0.6659,,0.6659,8.7595,,-8.7595,10.892332999080155,5.411559836599764,,,,2024
True,1,1,1,False,False,0.22483,0.071033,2024-12-17T13:30:00+00:00,retail_sales,0.22483,0.22483,0.1,False,-20.392,2.3822,8,-11.1489,False,-11.6254,2.3822,1,-10.0054,False,-16.2946,2.3822,2,-11.3395,8.2971,False,-8.2971,0.2859,False,-0.2859,6.6658,True,6.6658,7.8654813217486295,5.733223294129493,-11.1489,-10.0054,-11.3395,2024
True,1,1,1,False,False,0.674491,0.656137,2025-01-03T15:00:00+00:00,pmi,0.674491,0.674491,1.1,False,-12.6303,19.3341,8,-4.372,True,-12.6303,18.8483,1,17.1967,True,-12.6303,19.3341,2,3.5948,4.9525,True,4.9525,6.2141,True,6.2141,1.6519,False,-1.6519,9.449483329957179,8.349208656044706,-4.372,17.1967,3.5948,2025
True,1,1,2,True,True,1.060738,0.090643,2025-01-10T13:30:00+00:00,nfp+unemployment,1.060738,0.867614,46000.05,True,-0.2912,88.4131,8,62.9859,True,-0.2912,88.4131,1,46.1961,True,-0.2912,88.4131,2,42.0229,3.9807,False,-3.9807,0.3882,True,0.3882,1.5526,True,1.5526,6.466562153115332,15.848083767084526,62.9859,46.1961,42.0229,2025
False,0.5,-1,2,False,False,-0.674491,-0.730213,2025-01-15T13:30:00+00:00,core_cpi+cpi,0.674491,0.337245,-0.05,False,-11.8933,81.3189,8,54.4382,True,-11.8933,16.2444,1,-1.9339,False,-11.8933,16.2444,2,0.9669,31.3297,True,-31.3297,39.2172,True,-39.2172,41.0692,True,-41.0692,8.260552890412761,14.315244553892,-54.4382,1.9339,-0.9669,2025
True,1,-1,1,False,False,-0.449661,-0.150167,2025-01-16T13:30:00+00:00,retail_sales,0.449661,0.449661,-0.2,True,-49.4924,4.1893,8,-47.4465,True,-20.2646,4.1893,1,-16.8547,True,-20.2646,4.1893,2,-10.2297,21.1939,False,21.1939,0.5845,False,0.5845,7.2043,False,7.2043,11.108007919559936,8.917633286016173,47.4465,16.8547,10.2297,2025
True,1,-1,1,False,False,-0.674491,-0.449675,2025-01-30T13:30:00+00:00,gdp,0.674491,0.674491,-0.4,True,-52.6275,10.3719,8,-2.4969,True,-45.1368,10.3719,1,-42.5438,True,-52.6275,10.3719,2,-19.9754,5.1886,True,-5.1886,1.8243,False,1.8243,9.1317,True,-9.1317,11.042928517073944,14.59747093802869,2.4969,42.5438,19.9754,2025
True,1,1,1,False,False,0.981077,0.954381,2025-02-03T15:00:00+00:00,pmi,0.981077,0.981077,1.6,False,-86.7639,4.4895,8,-31.4263,False,-72.4171,4.4895,1,-54.264,False,-86.7639,4.4895,2,-68.1228,6.3478,False,-6.3478,2.8295,True,2.8295,14.1316,True,14.1316,18.09629481128114,19.9806126675126,-31.4263,-54.264,-68.1228,2025
False,0,0,2,False,False,0.674491,0.156075,2025-02-07T13:30:00+00:00,nfp+unemployment,0.674491,0.487132,-12999.95,False,-37.2095,66.1288,8,51.8619,False,-37.2095,23.6174,1,9.7362,False,-37.2095,23.6174,2,-7.519,16.5529,,16.5529,1.0605,,-1.0605,0.482,,0.482,7.476607002507743,4.473584786900106,,,,2025
True,1,1,2,True,True,1.348982,1.491003,2025-02-12T13:30:00+00:00,core_cpi+cpi,1.348982,1.011736,0.15,False,-52.8677,46.7898,8,-50.3594,True,-0.1929,46.7898,1,31.1611,True,-0.1929,46.7898,2,17.0759,7.6156,True,7.6156,0.6753,True,0.6753,7.0376,True,7.0376,8.000210294937498,11.173808191107444,-50.3594,31.1611,17.0759,2025
True,1,-1,1,True,True,-1.573812,-0.525583,2025-02-14T13:30:00+00:00,retail_sales,1.573812,1.573812,-0.7,True,-30.3371,0.0,8,-15.3594,True,-14.787,0.0,1,-5.6286,True,-17.5536,0.0,2,-15.6456,1.0495,True,-1.0495,1.0495,True,-1.0495,10.1226,True,-10.1226,9.66734183428385,5.315958105724089,15.3594,5.6286,15.6456,2025
True,1,-1,1,False,False,-0.183952,-0.178946,2025-03-03T15:00:00+00:00,pmi,0.183952,0.183952,-0.3,True,-23.0916,3.0534,8,-6.584,True,-21.4695,3.0534,1,-18.6069,True,-22.8053,3.0534,2,-4.1985,28.5162,True,-28.5162,2.671,False,2.671,4.2921,False,4.2921,11.611702465181503,6.920703265057507,6.584,18.6069,4.1985,2025
True,1,-1,2,False,False,-0.674491,-0.156075,2025-03-07T13:30:00+00:00,nfp+unemployment,0.674491,0.383364,-4000.05,False,-27.8123,21.1816,8,8.9331,False,-27.8123,14.0903,1,12.8931,True,-27.8123,14.0903,2,-8.2884,2.578,False,2.578,0.0921,True,-0.0921,3.5929,True,-3.5929,10.89337790923014,6.855785216890069,-8.9331,-12.8931,8.2884,2025
True,1,-1,2,False,False,-0.674491,-0.745502,2025-03-12T12:30:00+00:00,core_cpi+cpi,0.674491,0.674491,-0.1,True,-38.1991,13.4064,8,-23.048,False,-38.1991,13.0391,1,10.9272,True,-38.1991,13.0391,2,-1.1019,28.2023,False,28.2023,1.6526,False,1.6526,9.2657,False,9.2657,10.882216189583598,5.6219647215891175,23.048,-10.9272,1.1019,2025
True,1,-1,1,False,False,-0.899321,-0.300333,2025-03-17T12:30:00+00:00,retail_sales,0.899321,0.899321,-0.4,True,-28.3512,10.6432,8,-19.7266,True,-9.5422,10.6432,1,-2.3855,True,-9.5422,10.6432,2,-1.468,13.8737,True,-13.8737,0.0,False,0.0,3.0269,False,3.0269,10.096292038192537,5.158392628743374,19.7266,2.3855,1.468,2025
True,1,-1,1,False,False,-0.306587,-0.298244,2025-04-01T14:00:00+00:00,pmi,0.306587,0.306587,-0.5,True,-26.522,0.1855,8,-8.3461,True,-26.522,0.1855,1,-10.2008,True,-26.522,0.1855,2,-21.7926,19.9906,False,19.9906,2.8739,False,2.8739,10.5605,False,10.5605,12.814854318524343,7.291619892456735,8.3461,10.2008,21.7926,2025
False,0,0,2,True,False,1.049208,0.089658,2025-04-04T12:30:00+00:00,nfp+unemployment,1.049208,0.861849,45499.95,False,-9.9295,106.9678,8,84.8521,False,-9.9295,63.9099,1,53.168,False,-9.9295,63.9099,2,44.9536,74.8468,,-74.8468,0.7221,,0.7221,16.7275,,-16.7275,34.00166664503788,29.315435780053726,,,,2025
